Customer ID,Cust Since,City,State,Zip,Active?,Sales Rep,Sales Acct,LEAD SOURCE
LAVI,7/13/11,OLATHE,KS,66061,Active,ERICD,30200,
LAVIA,7/26/05,LENEXA,KS,66216,Active,,30200,
LAVIM,7/25/11,OVERLAND PARK,KS,66209,Inactive,,30200,
LAVP,8/11/03,LENEXA,KS,66220,Active,,30200,
LAWD,11/2/05,LENEXA,KS,66214,Active,,30200,
LAWL,6/29/11,KANSAS CITY,MO,64114,Active,,30200,
LAWN,7/1/03,SHAWNEE MISSION,KS,66283-4162,Inactive,,30200,
LAWNG,1/9/14,OVERLAND PARK,KS,66225,Active,SNOW/TOM,30800,
LAWNS,12/18/07,OVERLAND PARK,KS,66225,Active,TOM,30600,
LAWS,6/15/06,SHAWNEE,KS,66226,Active,,30200,
LAWSJ,11/9/16,OVERLAND PARK,KS,66213,Active,TOM,30200,
LAWSS,2/26/09,SHAWNEE,KS,66226,Active,,30200,
LAWSU,10/24/07,SHAWNEE,KS,66216,Active,,30200,
LAYB,4/17/07,LENEXA,KS,66219,Inactive,,30200,
LAZL,5/11/00,KANSAS CITY,MO,64113,Active,,30200,
LEAH,7/10/20,KANSAS CITY,MO,,Active,LARRY,30200,
LEATH,5/13/04,KANSAS CITY,MO,64145,Active,,30200,
LEAW,10/21/13,LEAWOOD,KS,66206,Active,TOM,30900,
LEBAB,4/7/05,SHAWNEE,KS,66226,Active,,30500,
LEBS,4/4/06,OVERLAND PARK,KS,66221,Active,,30200,
LECO,4/25/11,OVERLAND PARK,KS,66221,Active,ERICD,30200,
LEDB,6/13/05,OVERLAND PARK,KS,66223,Active,,30200,
LEEC,5/12/05,OVERLAND PARK,KS,66223,Active,,30200,
LEEJ,2/20/15,OLATHE,KS,66061,Active,TOM,30200,VALPAK
LEEM,7/13/11,OVERLAND PARK,KS,66210,Active,TOM,30200,
LEER,4/12/18,SHAWNEE,KS,66216,Active,TOM,30200,
LEES,8/14/14,SHAWNEE,KS,66218,Active,TOM,30200,VALPAK
LEEW,11/1/06,OLATHE,KS,66062,Inactive,,30200,
LEF,4/4/07,OLATHE,KS,66062,Active,,30200,
LEHA,7/29/10,SHAWNEE,KS,66226,Active,,30200,
LEIKM,5/10/05,OVERLAND PARK,KS,66213,Active,,30200,
LELR,6/2/06,FAIRWAY,KS,66205,Active,,30200,
LENC,7/17/03,OVERLAND PARK,KS,66221,Active,,30200,
LENE,2/28/13,LENEXA,KS,66215,Active,SNOW/TOM,30800,
LENSM,6/7/04,OVERLAND PARK,KS,66221,Active,,30200,
LEO,8/20/07,OLATHE,KS,66061,Active,,30200,
LERR,9/18/02,ALBQ,NM,87111,Active,,30200,
LESSC,10/15/01,OVERLAND PARK,KS,66212,Active,,30200,
LEST,4/10/07,OLATHE,KS,66062,Inactive,,30200,
LEVA,7/1/15,OVERLAND PARK,KS,66221,Active,THAYNE,30200,
LEVB,8/2/00,PRAIRIE VILLAGE,KS,66207,Active,,30100,
LEVD,3/18/99,PRAIRIE VILLAGE,KS,66207,Active,TOM,30200,
LEWB,10/10/13,OLATHE,KS,66061,Active,THAYNE,30200,
LEWI,10/30/06,OVERLAND PARK,KS,66212,Active,,30200,
LEWJ,7/5/17,OLATHE,KS,66062,Active,TOM,30900,
LEWR,11/3/06,OLATHE,KS,66062,Inactive,,30200,
LEWS,4/30/10,MISSION,KS,66202,Active,,30200,
LGEV,8/5/14,SIOUX FALLS,SD,57104,Active,LARRY,30200,
LI,7/21/11,OVERLAND PARK,KS,66221,Active,,30400,
LIAN,7/15/05,LEAWOOD,KS,66209,Inactive,,30200,
LICHD,4/29/03,OVERLAND PARK,KS,66224,Active,,30200,
LIEB,6/24/08,OVERLAND PARK,KS,66209,Active,,30200,
LIEBB,5/19/20,Overland Park,KS,66221,Active,TOM,30200,
LIEBERT,11/3/08,OVERLAND PARK,KS,66207,Active,,30200,
LIEG,6/3/05,OVERLAND PARK,KS,66210,Active,,30200,
LIEJ,6/20/17,OVERLAND PARK,KS,66221,Active,TOM,30200,
LIER,7/28/10,PRAIRIE VILLAGE,KS,66208,Inactive,,30200,
LIESE,6/15/06,SHAWNEE,KS,66216,Active,,30200,
LIGB,9/24/19,STILWELL,KS,66085,Active,TOM,30200,
LIGH,7/5/18,STILLWELL,KS,66085,Active,TOM,30200,
LILL,3/29/07,LENEXA,KS,66219,Active,,30200,
LILLG,6/10/08,OVERLAND PARK,KS,66213,Active,,30200,
LIMS,1/11/98,LEE'S SUMMIT,MO,64082,Inactive,,30200,
LINA,3/30/04,OLATHE,KS,66061,Active,,30200,
LINC,8/19/05,SHAWNEE,KS,66214,Active,,30500,
LINDC,7/18/08,SHAWNEE,KS,66226,Inactive,,30200,
LINDE,11/16/06,SHAWNEE,KS,66218,Active,,30200,
LINDHK,6/15/21,LEAWOOD,KS,66206,Active,GABE,30200,
LINDK,6/27/13,OVERLAND PARK,KS,66213,Active,TOM,30200,
LINK,11/10/06,OLATHE,KS,66061,Active,,30200,
LINKS,8/29/05,OVERLAND PARK,KS,66223,Inactive,,30200,
LINR,8/2/04,LEAWOOD,KS,66208,Active,,30200,
LIPP,10/7/05,OVERLAND PARK,KS,66213,Active,,30200,
LIU,9/11/08,OVERLAND PARK,KS,66221,Inactive,,30200,
LIUF,5/23/19,OVERLAND PARK,KS,66221,Active,TOM,30200,
LIVI,5/15/17,OVERLAND PARK,KS,66212,Active,JAMESV,30200,
LMCC,10/23/19,KANSAS CITY,KS,66102,Active,JAMESV,30200,
LMS,11/8/16,LEAWOOD,KS,66206,Active,TOM,30200,
LOCK,11/9/18,SHAWNEE,KS,66226,Active,GABE,30200,
LOFT,9/27/06,LENEXA,KS,66220,Active,,30200,
LOMA,6/20/05,OLATHE,KS,66062,Active,,30200,
LOMAX,11/9/18,OVERLAND PARK,KS,66210,Active,GABE,30200,
LOMJ,9/4/19,OVERLAND PARK,KS,66213,Active,TOM,30200,
LONB,3/30/99,LENEXA,KS,66220,Active,,30200,
LONGM,11/8/16,OVERLAND PARK,KS,66212,Active,MIKEHU,30200,
LONGW,6/9/03,KANSAS CITY,MO,64151,Active,,30200,
LOOB,5/28/09,KANSAS CITY,MO,64113,Active,,30200,VALPAK
LOOSE,6/13/08,KANSAS CITY,MO,64141,Active,TOM,30900,
LOPE,4/8/10,OVERLAND PARK,KS,66215,Active,,30200,
LOPPS,11/9/04,LAKE ST. LOUIS,MO,63367,Inactive,,30200,
LORE,4/14/15,OLATHE,KS,66062,Active,SVC,30400,
LORJ,8/17/17,LENEXA,KS,66220,Active,GABE,30200,
LOSCT,6/8/99,OVERLAND PARK,KS,66209,Inactive,,30200,
LOSEM,4/20/04,LENEXA,KS,66215,Active,LARRY,30200,
LOTT,3/23/17,OVERLAND PARK,KS,66221,Active,GABE,30200,
LOUIL,10/13/05,OVERLAND PARK,KS,66223,Active,,30200,
LOVE,4/23/12,POMONA,KS,66076,Active,THAYNE,30200,
LOVEK,11/17/03,,,,Active,,30200,
LOVEL,9/28/20,Lenexa,KS,66227,Active,TOM,30200,
LOVJ,7/24/18,SHAWNEE,KS,66226,Active,TOM,30200,
LOW,4/21/06,SHAWNEE,KS,66226,Inactive,,30200,
LOWE,11/9/06,LENEXA,KS,66220,Active,,30200,
LOWEC,8/15/17,OLATHE,KS,66062,Active,TOM,30200,
LOWEL,4/12/13,OVERLAND PARK,KS,66210,Active,GABE,30200,
LOZA,3/28/05,SAN DIEGO,CA,92124,Active,,30200,
LOZAR,11/2/06,OVERLAND PARK,KS,66221,Active,,30200,
LOZOR,6/30/20,KANSAS CITY,MO,64112,Active,LARRY,30200,
LUBI,3/22/10,OVERLAND PARK,KS,66207,Active,TOM,30200,
LUCA,6/18/12,OVERLAND PARK,KS,66210,Active,TOM,30200,
LUCB,12/8/05,OVERLAND PARK,KS,66223,Active,,30200,
LUCHM,8/11/04,LEAWOOD,KS,66224,Active,,30200,
LUCKE,11/23/20,OVERLAND PARK,KS,66207,Active,JAMESV,30020,
LUCP,10/4/01,OVERLAND PARK,KS,66210,Inactive,,30200,
LUDC,3/25/02,SHAWNEE,KS,66216,Active,,30200,
LUDL,11/11/16,PRAIRIE VILLAGE,KS,66206,Active,GABE,30200,
LUEC,10/20/09,OLATHE,KS,66061,Active,,30200,
LUET,6/27/06,OLATHE,KS,66061,Active,,30500,
LUETC,3/12/07,ROELAND PARK,KS,66205,Active,,30200,
LUND,4/10/18,SHAWNEE,KS,66216,Active,LARRY,30200,
LUNN,7/7/10,OLATHE,KS,66061,Active,,30200,
LUPA,5/9/02,OVERLAND PARK,KS,66223,Active,,30200,
LUSTM,4/6/04,PRAIRIE VILLAGE,KS,66207,Active,,30200,
LUTH,6/22/09,OLATHE,KS,66062,Active,TOM,30200,
LUTHK,10/13/10,LENEXA,KS,66220,Active,,30200,
LUTZK,1/3/20,STILWELL,KS,66085,Active,GABE,30200,
LUZA,4/17/18,OLATHE,KS,66061,Active,GABE,30200,
LYLED,5/4/04,OVERLAND PARK,KS,66223,Active,,30200,
LYON,4/2/18,KANSAS CITY,MO,64108,Active,GABE,30200,
M&T,3/21/13,,,,Active,,30200,
MAAS,10/20/06,STILLWELL,KS,66085,Active,,30200,
MAASA,11/29/10,KANSAS CITY,MO,64153,Active,,30400,
MAASB,9/24/02,OVERLAND PARK,KS,66213,Active,,30200,
MAASM,9/17/20,Shawnee,KS,66216,Active,TOM,30200,
MACDD,5/10/05,LENEXA,KS,66220,Active,,30200,
MACDJ,10/16/07,KANSAS CITY,MO,64113,Active,,30200,
MACE,3/31/08,LEAWOOD,KS,66224,Active,,30200,
MACHH,1/8/21,Kansas City,MO,64108,Active,SNOW/GEORGE,30800,
MACHJ,8/18/20,OVERLAND PARK,KS,66210,Active,TOM,30200,
MACLA,4/8/13,PRAIRIE VILLAGE,KS,66208,Active,TOM,30200,
MACLK,4/4/03,OVERLAND PARK,KS,66221,Active,,30400,
MACP,2/20/02,OVERLAND PARK,KS,66210,Inactive,,30200,
MACY,10/31/07,OLATHE,KS,66062,Active,,30200,
MADC,4/2/19,OVERLAND PARK,KS,66213,Active,GABE,30200,
MADDD,4/12/04,LEAWOOD,KS,66209,Active,,30200,
MADI,6/23/08,LENEXA,KS,66215,Active,,30200,
MADISON,10/31/08,HOUSTON,TX,77099,Active,,30200,
MADISON2,10/31/08,HOUSTON,TX,77099,Active,,30200,
MADK,5/22/02,LENEXA,KS,66216,Active,,30200,
MADR,6/10/14,OLATHE,KS,66062,Active,TOM,30200,ASCENSION BULLETIN
MADS,4/24/98,OVERLAND PARK,KS,66213,Active,,30200,
MADST,2/7/18,KANSAS CITY,MO,64108,Active,SNOW,30800,
MAES,6/23/03,LENEXA,KS,66219,Inactive,,30200,
MAGM,3/28/00,DESOTO,KS,66018,Active,,30200,
MAHB,4/11/06,SHAWNEE,KS,66217,Active,,30200,
MAHD,10/1/18,OLATHE,KS,66061,Active,TOM,30200,
MAHO,3/14/11,OVERLAND PARK,KS,66213-2017,Active,GABE,30200,
MAIES,7/26/04,LEAWOOD,KS,66209,Inactive,,30200,
MAIJ,9/20/10,LEAWOOD,KS,66206,Inactive,,30200,
MAIL,6/15/10,OVERLAND PARK,KS,66213,Active,TOM,30200,
MAKM,6/5/07,OVERLAND PARK,KS,66221,Active,LARRY,30200,
MAL,10/31/07,OVERLAND PARK,KS,66221,Inactive,,30200,
MALL,10/9/17,OVERLAND PARK,KS,66209,Active,GABE,30200,
MALO,11/10/11,OVERLAND PARK,KS,66210,Active,,30200,
MALOD,10/27/20,SHAWNEE,KS,66226,Active,GABE,30200,
MANB,3/13/06,GARDNER,KS,66030,Active,,30200,
MANC,11/8/16,LENEXA,KS,66215,Active,MIKEHU,30200,
MANI,9/29/10,KANSAS CITY,MO,64113,Active,,30200,
MANN,6/5/01,KEARNEY,MO,64060,Inactive,,30100,
MANNS,6/19/14,OLATHE,KS,66061,Active,GABE,30200,
MANNST,9/7/17,LAKE QUIVIRA,KS,66217,Active,GABE,30200,
MANS,8/18/09,KANSAS CITY,KS,66109,Active,,30200,
MANSO,11/9/16,OLATHE,KS,66062,Active,TOM,30200,
MARB,5/22/18,LENEXA,KS,66217,Active,GABE,30200,
MARC,5/7/14,TOPEKA,KS,66603,Active,GABE,30200,
MAREA,6/23/03,LENEXA,KS,66220,Active,,30200,
MARG,11/9/16,PRAIRIE VILLAGE,KS,66208,Active,MIKEHU,30200,
MARGA,12/4/18,KANSAS CITY,MO,64108,Active,SNOW,30800,
MARGB,6/8/20,OVERLAND PARK,KS,66210,Active,TOM,30200,
MARI,11/20/14,DESOTO,KS,66018,Active,THAYNE,30200,BUSINESS REFERRAL
MARIC,8/29/17,OVERLAND PARK,KS,66221,Active,LARRY,30200,
MARJ,9/14/00,OVERLAND PARK,KS,66221,Inactive,,30100,
MARJA,11/12/14,KANSAS CITY,MO,64114,Active,THAYNE,30200,
MARJO,11/9/00,LEE'S SUMMIT,MO,64064,Inactive,,30200,
MARJU,3/21/07,OVERLAND PARK,KS,66223,Active,,30500,
MARK,12/12/06,SHAWNEE,KS,66218,Active,,30200,
MARKD,5/15/06,LENEXA,KS,66219,Inactive,,30200,
MARKM,1/10/05,OVERLAND PARK,KS,66210,Active,,30200,
MARKT,7/7/06,SHAWNEE,KS,66216,Active,,30200,
MARKW,2/16/07,KANSAS CITY,MO,64108,Active,,30200,
MARM,6/13/01,SHAWNEE,KS,66203,Active,,30200,
MARMAR,12/30/16,KANSAS CITY,MO,64109,Active,GABE,30200,
MARR,8/10/00,KANSAS CITY,MO,64110,Active,,30200,
MARS,1/11/98,LEAWOOD,KS,66085,Active,,30100,
MARSK,4/9/19,OVERLAND PARK,KS,66212,Active,GABE,30200,
MARST,8/8/11,OVERLAND PARK,KS,66212,Active,GABE,30200,
MARTB,7/8/03,OLATHE,KS,66062,Active,,30200,
MARTC,6/20/06,SHAWNEE,KS,66217,Inactive,,30200,
MARTD,5/2/03,OLATHE,KS,66062,Active,,30200,
MARTG,8/20/04,KANSAS CITY,MO,64131,Active,,30200,
MARTIG,3/14/05,OVERLAND PARK,KS,66223,Active,,30200,
MARTIJ,10/14/04,OVERLAND PARK,KS,66207,Active,,30200,
MARTIN,8/13/09,LEE'S SUMMIT,MO,64064,Active,,30200,
MARTIND,12/27/16,SHAWNEE,KS,66217,Active,MIKEHU,30200,
MARTINS,7/1/13,OVERLAND PARK,KS,66213,Active,TOM,30200,
martit,7/17/08,SHAWNEE,KS,66216,Inactive,,30200,
MARTJ,9/5/02,SHAWNEE,KS,66216,Active,TOM,30200,
MARTL,11/13/07,MISSION HILLS,KS,66208,Inactive,,30200,
MARTM,5/16/07,KANSAS CITY,MO,64113,Active,,30200,
MARTN,11/25/03,LEAWOOD,KS,66211,Inactive,,30200,
MARTR,8/28/03,LEAWOOD,KS,66224,Active,,30200,
MARTS,11/9/11,OVERLAND PARK,KS,66221,Active,DAVIDA,30200,
MARTT,6/23/08,STILLWELL,KS,66085,Active,,30200,
MARV,5/22/08,SHAWNEE,KS,66216,Active,,30200,
MARVG,4/23/20,Overland Park,KS,66207,Active,TOM,30200,
MASK,10/29/07,SHAWNEE,KS,66226,Active,,30200,
MASKB,10/2/09,SHAWNEE,KS,66226-3539,Active,,30200,
MASON,8/18/03,LEE'S SUMMIT,MO,64064,Active,LARRY,30200,
MASORAT,4/30/21,LEE'S SUMMIT,MO,64064,Active,LARRY,30200,
MASR,4/27/04,OVERLAND PARK,KS,66221,Active,,30200,
MASS,7/3/19,OVERLAND PARK,KS,66213,Active,TOM,30400,
MATC,4/9/07,LAKE QUIVIRA,KS,66217,Active,,30200,
MATG,3/7/03,OVERLAND PARK,KS,66223,Active,,30100,
MATHE,10/5/04,OVERLAND PARK,KS,66209,Inactive,,30200,
MATHI,10/24/07,OVERLAND PARK,KS,66221,Active,,30200,
MATHM,7/20/15,OVERLAND PARK,KS,66212,Active,TOM,30200,
MATHN,3/17/04,OVERLAND PARK,KS,66223,Active,,30200,
MATM,9/25/00,OVERLAND PARK,KS,66213,Active,TOM,30200,
MATTC,5/14/19,OVERLAND PARK,KS,66224,Active,GABE,30200,
MATTE,4/18/05,SHAWNEE,KS,66226,Active,,30200,
MATTEU,2/20/12,OVERLAND PARK,KS,66212,Active,SNOW/GEORGE,30800,
MATTG,1/24/05,LEAWOOD,KS,66209,Active,,30200,
MATTJ,4/20/04,STILWELL,KS,66085,Active,,30200,
MAURS,5/19/20,Overland Park,KS,66213,Active,TOM,30200,
MAUTS,5/11/04,OVERLAND PARK,KS,66213,Active,,30200,
MAYA,6/1/06,OVERLAND PARK,KS,66212,Active,,30200,
MAYF,6/22/17,OVERLAND PARK,KS,66212,Active,MIKEHU,30200,
MAYH,9/8/03,LEAWOOD,KS,66209,Active,,30200,
MAZZ,4/17/07,LEAWOOD,KS,66224,Active,,30200,
MC-BPU,2/21/20,KANSAS CITY,MO,64111,Active,GABE,30900,
MC-CCKC,2/21/20,KANSAS CITY,MO,64105,Active,GABE,30900,
MC-CENT,2/24/20,KANSAS CITY,MO,64105,Active,GABE,30900,
MC-CROSSCH,2/24/20,KANSAS CITY,MO,64105,Active,GABE,30900,
MC-CROSSPR,2/24/20,KANSAS CITY,MO,64105,Active,GABE,30900,
MC-FAR1901,3/10/20,KANSAS CITY,MO,64105,Active,GABE,30900,
MC-HEAD,9/7/21,KANSAS CITY,MO,64105,Active,GABE,30900,BLACKSHIRE MANAGEMENT CO.
MC-KCBALL,3/4/20,KANSAS CITY,MO,64105,Active,GABE,30900,
MC-KCKG,2/21/20,KANSAS CITY,MO,64111,Active,GABE,30900,
MC-LOBUS,2/24/20,KANSAS CITY,MO,64105,Active,GABE,30900,
MC-LOPROD,2/24/20,KANSAS CITY,MO,64105,Active,GABE,30900,
MC-NARA,2/24/20,KANSAS CITY,MO,64105,Active,GABE,30900,
MC-QUALH,2/24/20,KANSAS CITY,MO,64105,Active,GABE,30900,
MC-REALX,2/24/20,KANSAS CITY,MO,64105,Active,GABE,30900,
MC-WESTTP,2/24/20,KANSAS CITY,MO,64105,Active,GABE,30900,
MCBR,9/20/13,OVERLAND PARK,KS,66213,Active,TOM,30200,
MCCA,1/13/03,LOCH LLOYD,MO,64012,Active,,30400,
MCCABE,11/9/04,LENEXA,KS,66219,Active,,30200,
MCCAJ,10/10/08,STILLWELL,KS,66085,Inactive,,30200,
MCCARA,4/20/10,SHAWNEE,KS,66226,Active,,30200,
MCCARP,4/18/12,OVERLAND PARK,KS,66213,Active,THAYNE,30200,
MCCART,6/25/03,OVERLAND PARK,KS,66212,Active,,30200,
MCCARTT,6/13/05,OVERLAND PARK,KS,66221,Active,,30200,
MCCAS,5/2/07,OVERLAND PARK,KS,66213,Inactive,,30200,
MCCD,6/4/02,MISSION HILLS,KS,66208,Active,,30200,
MCCOJ,4/14/05,OVERLAND PARK,KS,66213,Active,,30200,
MCCON,10/9/13,KANSAS CITY,KS,66106,Active,THAYNE,30200,
MCCONT,7/29/19,KANSAS CITY,MO,64157,Active,GABE,30200,
MCCOO,11/8/16,OVERLAND PARK,KS,66224,Active,MIKEHU,30200,
MCCP,10/8/07,KANSAS CITY,MO,64108,Active,,30200,
MCCRA,6/8/06,LENEXA,KS,66215,Active,TOM,30200,
MCCRM,8/2/04,KANSAS CITY,MO,64113,Active,,30200,
MCCRO,6/3/05,MISSION HILLS,KS,66208,Active,,30200,
MCCS,11/14/17,KANSAS CITY,MO,64113,Active,GABE,30200,
MCCUG,9/24/12,OVERLAND PARK,KS,66223,Active,TOM,30200,
MCCUM,5/27/03,OVERLAND PARK,KS,66085,Active,,30200,
MCCURK,10/29/03,OVERLAND PARK,KS,66224,Active,,30200,
MCDL,9/24/19,OVERLAND PARK,KS,66213,Active,TOM,30200,
MCDO,3/12/04,STILWELL,KS,66085,Active,,30200,
MCDOJ,10/20/06,KANSAS CITY,MO,64108,Active,TOM,30900,
MCDOK,3/27/07,STILWELL,KS,66085,Active,,30200,
MCDOL,9/4/19,SHAWNEE,KS,66226,Active,TOM,30200,
MCDOWD,11/18/04,LEAWOOD,KS,66211,Active,,30200,
MCELJ,9/7/04,OLATHE,KS,66062,Active,,30200,
MCENEK,12/27/04,SHAWNEE,KS,66226,Active,THAYNE,30200,
MCET,8/11/05,LEAWOOD,KS,66209,Active,,30200,
MCFAR,5/31/05,LEAWOOD,KS,66211,Active,,30200,
MCFARE,5/12/14,OVERLAND PARK,KS,66209,Active,TOM,30200,
MCFER,6/3/05,LEE'S SUMMIT,MO,64081,Inactive,,30200,
MCFH,2/26/02,LIBERTY,MO,64068-7412,Active,,30100,
MCGA,1/17/07,SHAWNEE,KS,66226,Active,,30200,
MCGE,4/25/05,LENEXA,KS,66209,Active,,30200,
MCGEO,11/8/16,OVERLAND PARK,KS,66204,Active,MIKEHU,30200,
MCGILL,6/6/05,STANLEY,KS,66223,Active,,30200,
MCGIM,6/13/11,OVERLAND PARK,KS,66223,Active,TOM,30200,
MCGIN,6/2/08,SHAWNEE,KS,66226,Active,GABE,30200,
MCGINJ,7/12/10,OVERLAND PARK,KS,66209,Active,,30200,
MCGINM,5/9/03,OVERLAND PARK,KS,66221,Active,,30200,
MCGL,3/16/07,SHAWNEE,KS,66226,Inactive,,30400,
MCGLP,7/30/07,KANSAS CITY,MO,64114,Active,,30200,
MCGOB,3/19/03,OVERLAND PARK,KS,66221,Active,,30400,
MCGOG,9/24/14,STILWELL,KS,66085,Active,GABE,30200,
MCGOK,3/14/05,OVERLAND PARK,KS,66215,Active,SCOTT,30200,
MCGON,5/24/06,KANSAS CITY,MO,64171,Active,,30200,
MCGOW,4/16/03,OVERLAND PARK,KS,66221,Active,,30200,
MCGOWN,12/12/06,KANSAS CITY,MO,64106,Active,,30200,
MCGT,12/23/02,OVERLAND PARK,KS,66221,Inactive,,30100,
MCGU,8/20/15,LEAWOOD,KS,66209,Inactive,GABE,30200,
MCHH,5/18/05,OVERLAND PARK,KS,66224,Inactive,,30200,
MCINK,4/6/04,KANSAS CITY,KS,66104,Active,,30200,
MCKAYK,1/24/05,OVERLAND PARK,KS,66221,Inactive,,30200,
MCKAYT,5/10/12,LEAWOOD,KS,66206,Active,GABE,30200,
MCKP,4/18/01,OVERLAND PARK,KS,66213,Active,TOM,30200,
MCLA,10/11/13,Parkville,MO,64152,Active,GABE,30200,
MCLE,10/6/06,SHAWNEE,KS,66216,Active,,30200,
MCLION,6/1/06,KANSAS CITY,MO,64105,Active,TOM,30900,
MCLION0,7/17/06,KANSAS CITY,MO,64111,Active,GABE,30200,
MCLIONJ,7/17/06,KANSAS CITY,MO,64111,Active,GABE,30200,
MCLIONP,3/16/07,KANSAS CITY,MO,64111,Inactive,,30900,
MCLIONR,4/26/10,KANSAS CITY,MO,64111,Active,,30900,
MCLIONS,12/11/06,KANSAS CITY,MO,64111,Active,SNOW,30800,
MCLIONS-JACKIE,1/10/22,KANSAS CITY,MO,64105,Active,SNOW,30800,
MCLIONS-MICHELLE,1/14/22,KANSAS CITY,MO,64111,Active,SNOW,30800,
MCLIONS-MIKE,1/14/22,KANSAS CITY,MO,64111,Active,SNOW,30800,
MCLIONS-PAUL,1/12/22,KANSAS CITY,MO,64111,Active,SNOW,30800,
MCLIONS-SC1975,1/19/22,KANSAS CITY,MO,64111,Active,SNOW,30800,
MCM,11/9/16,KANSAS CITY,MO,64105,Active,TOM,30900,
MCMAJ,7/26/04,OLATHE,KS,66061,Inactive,,30200,
MCMAM,5/7/10,OTTAWA,KS,66067,Active,,30200,
MCNAC,11/17/05,LAKE QUIVERA,KS,66217,Active,,30200,
MCNAE,10/8/03,OVERLAND PARK,KS,66224,Active,,30200,
MCNAF,4/12/04,SHAWNEE,KS,66216,Active,,30200,
MCNAM,4/12/07,OVERLAND PARK,KS,66221,Active,,30500,
MCNAR,7/2/04,OVERLAND PARK,KS,66221,Active,TOM,30200,
MCNB,8/30/99,OVERLAND PARK,KS,66210,Active,,30200,
MCNEJ,4/8/05,LENEXA,KS,66219,Active,,30200,
MCPH,10/1/18,OVERLAND PARK,KS,66207,Active,GABE,30200,
MCRE,4/23/13,KANSAS CITY,MO,64105,Active,GABE,30900,
MCREM,7/27/15,KANSAS CITY,MO,64111,Active,GABE,30900,
MCREP,4/3/17,KANSAS CITY,MO,64105,Active,GABE,30900,
MCRMOB,5/7/20,KANSAS CITY,MO,64105,Active,GABE,30900,
MCROB,6/14/19,KANSAS CITY,MO,64111,Active,GABE,30200,
MCTY,7/17/08,KANSAS CITY,MO,64133,Active,,30200,
MCVC,6/13/05,OLATHE,KS,66061,Active,,30200,
MCVE,7/31/08,LEAWOOD,KS,66206-1704,Active,,30200,
MCWIL,6/14/10,LEAWOOD,KS,66206,Active,,30200,
MEAD,3/24/06,OVERLAND PARK,KS,66213,Active,,30200,
MEADM,6/3/03,OLATHE,KS,66062,Active,,30200,
MEAJ,2/12/03,LENEXA,KS,66219,Inactive,,30200,
MEDL,8/22/02,KANSAS CITY,KS,66104,Active,,30200,
MEDLB,6/15/03,OLATHE,KS,66061,Active,,30200,
MEEK,8/30/10,OVERLAND PARK,KS,66207,Active,,30200,
MEER,10/30/15,KANSAS CITY,MO,64108,Active,SNOW/GEORGE,30800,
MEHR,5/31/11,OVERLAND PARK,KS,66085,Active,TOM,30200,
MEHRB,10/5/20,Overland Park,KS,66223,Active,GABE,30200,
MEIE,3/12/13,OVERLAND PARK,KS,66221,Active,GABE,30200,
MEISJ,4/18/01,LEAWOOD,KS,66209,Active,,30200,
MELI,7/6/09,PRAIRIE VILLAGE,KS,66207,Active,,30200,
MELOJ,7/9/03,OVERLAND PARK,KS,66221,Active,,30200,
MELZ,3/16/10,KANSAS CITY,MO,64141,Active,,30200,
MENA,4/27/06,KANSAS CITY,MO,64156,Active,,30200,
MENJ,2/23/06,OVERLAND PARK,KS,66221,Active,,30200,
MENN,11/20/06,OVERLAND PARK,KS,66210,Active,,30200,
MENS,5/18/09,LENEXA,KS,66219,Inactive,,30200,
MERC,8/16/10,OVERLAND PARK,KS,66085,Active,,30200,
MERCT,4/18/05,OVERLAND PARK,KS,66212,Active,,30200,
MERIT,10/11/07,KANSAS CITY,MO,64132,Active,,30200,
MERK,6/19/06,KANSAS CITY,KS,66104,Active,,30200,
MERRF,5/15/06,SHAWNEE,KS,66216,Active,,30200,
MERRM,5/5/03,LENEXA,KS,66215,Active,,30200,
MERT,10/3/08,SHAWNEE,KS,66216,Inactive,,30200,
MESJ,12/6/07,OVERLAND PARK,KS,66212,Inactive,,30200,
MESR,1/11/98,LEAWOOD,KS,66209,Active,TOM,30200,
METCALF,7/10/06,KANSAS CITY,MO,64112,Active,,30200,
MEUM,11/14/01,MISSION HILLS,KS,66208,Active,,30100,
MEUN,7/20/15,OVERLAND PARK,KS,66213,Active,COLE,30200,
MEUS,6/7/10,KANSAS CITY,MO,64114,Active,,30200,
MEYED,3/23/05,LEAWOOD,KS,66206,Active,,30200,
MEYEH,9/23/21,OVERLAND PARK,KS,66213,Active,TOM,30200,
MEYEJ,5/22/07,OVERLAND PARK,KS,66221,Inactive,,30200,
MGP,12/11/06,KANSAS CITY,KS,66105,Active,,30200,
MICH,12/11/06,KANSAS CITY,MO,64112,Active,,30200,
MICHAE,12/12/06,WICHITA,KS,67211,Active,,30200,
MICHK,8/16/19,SHAWNEE,KS,66226,Active,TOM,30200,
MICK,5/17/05,LENEXA,KS,66215,Inactive,,30200,
MICKN,8/15/13,KANSAS CITY,KS,66104,Active,LARRY,30200,
MIDAC,6/11/15,NORTH KANSAS CITY,MO,64116,Active,TOM,30200,
MIDAM,2/4/11,KANSAS CITY,KS,66106,Active,TOM,30800,
MIDAS_LS,3/21/03,LEE'S SUMMIT,MO,64086,Active,,30400,
MIDAS_SL,3/24/03,LEAWOOD,KS,66206,Active,,30400,
